FECHA,FAMILIA,MODELO,REAL,PRED,IC_LOWER,IC_UPPER
2025-03-01,106,XGBoost,5166.549999999999,12559.625,3464.5669140624996,27144.020624999997
2025-04-01,106,XGBoost,113156.6,13046.3818359375,3003.649102539065,43801.408710937496
2025-05-01,106,XGBoost,6728.37,19593.484375,8863.4990234375,52277.229999999996
2025-06-01,106,XGBoost,114013.3,18593.9609375,6993.523699218753,49348.987812499996
2025-07-01,106,XGBoost,598.0799999999999,36862.19140625,26132.2060546875,69545.93703125
2025-08-01,106,XGBoost,964.8,19080.833984375,9038.101250976564,51764.579609374996
2025-09-01,106,XGBoost,29405.61,20587.3203125,9857.3349609375,35143.762206054686
2025-10-01,106,XGBoost,11105.1,6385.814453125,-2709.2436328125004,20970.210078124997
2025-11-01,106,XGBoost,1277.69,11864.5,4451.954863281254,42619.526874999996
2025-12-01,106,XGBoost,10050.539999999999,13705.6005859375,2975.615234375,44460.627460937496
2026-01-01,106,XGBoost,2258.7,3301.431396484375,-6741.30133691406,26375.408427734004
2026-02-01,106,XGBoost,1322.04,24532.181640625,15249.04390625,57215.927265624996
2025-03-01,106,LightGBM,5166.549999999999,8165.997769596458,-5074.11554810908,48343.25378238894
2025-04-01,106,LightGBM,113156.6,10377.676939601422,-2862.4363781041156,72445.97829815427
2025-05-01,106,LightGBM,6728.37,15859.287191424202,4674.634779004319,77927.58854997704
2025-06-01,106,LightGBM,114013.3,23957.258950298896,12353.681905897716,64134.51496309138
2025-07-01,106,LightGBM,598.0799999999999,16059.817447259225,2819.7041295536874,67729.8722665754
2025-08-01,106,LightGBM,964.8,23548.222493143756,10308.109175438218,85616.52385169659
2025-09-01,106,LightGBM,29405.61,12878.766639379446,1341.669286639894,48901.62708455768
2025-10-01,106,LightGBM,11105.1,6727.250994299861,-4809.84635843969,46227.63580060278
2025-11-01,106,LightGBM,1277.69,17306.749657677967,5703.172613276787,57162.49184738789
2025-12-01,106,LightGBM,10050.539999999999,17153.54888727931,2532.4152715529945,57330.8049000718
2026-01-01,106,LightGBM,2258.7,9945.739088573519,-3294.3742291320195,50122.995101366
2026-02-01,106,LightGBM,1322.04,21133.76376023601,8737.48486401167,83202.06511878884
2025-03-01,124,XGBoost,103415.08,61762.7421875,49701.9065625,84984.18524999997
2025-04-01,124,XGBoost,53755.729999999996,61415.14453125,50215.36593554688,85488.52859375
2025-05-01,124,XGBoost,156625.24,37317.03125,25148.966220703125,67122.2278125
2025-06-01,124,XGBoost,69065.62999999999,36518.42578125,26270.341796875,60591.80984375
2025-07-01,124,XGBoost,119406.72,52732.875,40672.039375,76806.2590625
2025-08-01,124,XGBoost,78369.79000000001,29701.798828125,19778.3736328125,59506.995390625
2025-09-01,124,XGBoost,81725.74,56397.97265625,46149.888671875,88566.17328125
2025-10-01,124,XGBoost,59555.4,47943.73828125,38379.146484375,80111.93890625
2025-11-01,124,XGBoost,129592.53,41074.578125,31151.1529296875,65147.9621875
2025-12-01,124,XGBoost,80802.18,59178.1796875,46020.17003125,83251.56375
2026-01-01,124,XGBoost,47068.799999999996,66114.6015625,55866.517578125,97160.37525781244
2026-02-01,124,XGBoost,116213.56,66380.796875,54212.73184570313,89602.23993749997
2025-03-01,124,LightGBM,103415.08,51837.04770000444,19340.79279988155,79821.7044109536
2025-04-01,124,LightGBM,53755.729999999996,63562.44350927085,31066.18860914796,91947.85932051306
2025-05-01,124,LightGBM,156625.24,62284.532141351134,29788.277241228243,91032.53951952516
2025-06-01,124,LightGBM,69065.62999999999,45235.375064790074,13057.137579253536,73620.79087603228
2025-07-01,124,LightGBM,119406.72,75425.08480997763,43246.8473244411,103409.7415209268
2025-08-01,124,LightGBM,78369.79000000001,30716.205505840353,-1462.0319796961849,59464.212884014385
2025-09-01,124,LightGBM,81725.74,75613.86338938703,42431.45624756863,125545.12084229304
2025-10-01,124,LightGBM,59555.4,73240.14070706053,42261.30694112934,123171.39815996654
2025-11-01,124,LightGBM,129592.53,57067.38298961511,24889.14550407857,85052.03970056426
